#,Time,Source MAC,Destination MAC,Source IP,Destination IP,Protocol,Source Port,Destination Port,Length,TTL,TCP Flags,UDP Length,UDP Checksum,HTTP Method,HTTP Host,HTTP Path,HTTP Status,DNS ID,DNS QR,DNS Opcode,DNS QName,DNS QType,DNS AnsName,DNS AnsRData,DNS AnsType,ICMP Type,ICMP Code,ARP Opcode,ARP HW Src,ARP IP Src,ARP HW Dst,ARP IP Dst,DHCP Msg Type,SNMP Community,SNMP PDU Type,SNMP ReqID,SNMP OID,SNMP Value,TLS Content Type,TLS Version,TLS Handshake Type
340,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0xb970,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0xe89c,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0xe58f,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0x6596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0xd3dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0x9362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0xa1f,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0x8708,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0x258a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0xa2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,
