timestamp,source_mac,destination_mac,source_ip,destination_ip,source_port,destination_port,protocol,length,ttl,tcp_flags,tcp_window,icmp_type,icmp_code,dns_query,http_method,http_host,http_path,packet_direction
2025-05-22 01:01:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.73.6.249,192.168.1.33,443,4774,TCP,304,240,PSH ACK,30264,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.73.6.249,192.168.1.33,443,4774,TCP,92,240,PSH ACK,30264,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:17,7c:10:c9:90:c2:41,c8:3a:35:16:d6:08,192.168.1.33,35.73.6.249,4774,443,TCP,54,128,ACK,65014,N/A,N/A,N/A,N/A,N/A,N/A,Outbound
2025-05-22 01:01:17,7c:10:c9:90:c2:41,c8:3a:35:16:d6:08,192.168.1.33,35.73.6.249,4774,443,TCP,54,128,FIN ACK,65014,N/A,N/A,N/A,N/A,N/A,N/A,Outbound
2025-05-22 01:01:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,231.254.68.134,192.168.1.33,N/A,N/A,6,130,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,231.254.68.134,192.168.1.33,N/A,N/A,6,130,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,157.90.91.75,192.168.1.33,443,3550,TCP,66,50,ACK,65535,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,231.254.68.134,192.168.1.33,N/A,N/A,6,130,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.73.6.249,192.168.1.33,443,4774,TCP,85,240,PSH ACK,30264,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.73.6.249,192.168.1.33,443,4774,TCP,60,240,FIN ACK,30264,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:17,7c:10:c9:90:c2:41,c8:3a:35:16:d6:08,192.168.1.33,35.73.6.249,4774,443,TCP,54,128,RST ACK,0,N/A,N/A,N/A,N/A,N/A,N/A,Outbound
